image,label
dataset/fist/081ffc64-d6c8-47a2-bbec-6ce0656569d6.jpg,fist
dataset/fist/084566a3-95e4-4479-9cad-fd1afb63f745.jpg,fist
dataset/fist/0863f92f-17ae-4b91-8868-047058bec7fd.jpg,fist
dataset/fist/0898dd29-a9fc-43b6-ad0d-e649c2c50e0f.jpg,fist
dataset/fist/08c76b44-2627-4869-a053-09702d0beb97.jpg,fist
dataset/fist/08e4426d-a472-403e-b54c-accbab5d2a4b.jpg,fist
dataset/fist/090d5809-85b3-4794-81e3-cafa41b5ca9b.jpg,fist
dataset/fist/09366851-fd6a-414e-89db-30e5b2cd0b7b.jpg,fist
dataset/fist/0952e466-dd14-4bf1-a009-62095b438854.jpg,fist
dataset/fist/097f07b1-cff9-42ca-aa4b-4a5c73a22731.jpg,fist
dataset/fist/09a46069-ca10-4759-bbd4-821c3f65da3b.jpg,fist
dataset/fist/09cdff43-c9e3-4b5f-98b7-474cbe6f630d.jpg,fist
dataset/fist/09f0fc95-2f35-40eb-aabf-bc9c611a3f55.jpg,fist
dataset/fist/0a1ef746-1db8-4a20-9fa5-fc1744e222f8.jpg,fist
dataset/fist/0a4adb53-4472-471d-8988-5f9fc60547a6.jpg,fist
dataset/fist/0a72917a-02f0-4866-9f6d-6acba2cf758b.jpg,fist
dataset/fist/0a8fe0f3-f66c-413a-a137-6725199d8c11.jpg,fist
dataset/fist/0ab478ae-79b6-4766-82ed-83018c2af471.jpg,fist
dataset/fist/0adac61c-85c2-4ee6-a604-6ed34aba8a9d.jpg,fist
dataset/fist/0b04c08e-b887-4615-beab-51af88afe310.jpg,fist
dataset/fist/0b2ada81-806d-4cd0-b406-6a1535686d8b.jpg,fist
dataset/fist/0b68830b-06b4-4a1d-b77f-ad2745eef3a1.jpg,fist
dataset/fist/0b83865f-f8b9-46b0-9e8d-a2eaea65536d.jpg,fist
dataset/fist/0ba03bcd-a868-49fd-b46b-882a0756f728.jpg,fist
dataset/fist/0bcfcb1f-65b9-4b3c-bf7e-fd0a830f8497.jpg,fist
dataset/fist/0bed99d2-0173-40ca-b8c8-2db9181b7019.jpg,fist
dataset/fist/0c106c01-f097-4a8f-bb5a-656913e613ad.jpg,fist
dataset/fist/0c30a5d3-6b94-4813-99d4-4432f509560a.jpg,fist
dataset/fist/0c57d13f-3707-4103-8a74-2984d652d434.jpg,fist
dataset/fist/0c88b751-c8e9-4808-bfd1-209b7421bf74.jpg,fist
dataset/fist/0ca9fcea-3906-459e-9ca6-83d61cc3e29b.jpg,fist
dataset/fist/0cc4270b-edf8-496a-8bbe-3802b290a1cd.jpg,fist
dataset/fist/0cd5a6a8-54a9-4c97-ba9f-887f08019e37.jpg,fist
dataset/fist/0d19e1d1-5363-4e44-a768-1c7e34915f65.jpg,fist
dataset/fist/0d4c8dfd-cf64-4531-9735-811f1a58303d.jpg,fist
dataset/fist/0d6f8419-7a62-4bfb-9cfd-3b413188f8ee.jpg,fist
dataset/fist/0d8b2452-47dd-4738-9669-b29140fffb5a.jpg,fist
dataset/fist/0da98968-53c4-40c0-a61d-2dadbaa305a7.jpg,fist
dataset/fist/0dcfbdda-7293-40d4-90ac-f555837d3bd4.jpg,fist
dataset/fist/0df1d650-334c-49a4-b5b7-0855d9fe444d.jpg,fist
dataset/fist/0e0bdfb8-b8a3-4eba-83c9-a7071f2f8bf5.jpg,fist
dataset/fist/0e2e00e6-1e49-4696-806b-7310bd5b4403.jpg,fist
dataset/fist/0e558626-fcc0-4037-8caa-7c4c00c4ab5f.jpg,fist
dataset/fist/0e6ea153-e613-4f9e-bd84-dd43426f162c.jpg,fist
dataset/fist/0ea01174-420c-417d-b417-0510b99ac52f.jpg,fist
dataset/fist/0ec8f78c-ec3a-4872-95bd-10103b3e5860.jpg,fist
dataset/fist/0ee35c74-cb1f-44c2-bb24-374b616134b1.jpg,fist
dataset/fist/0f16efa9-f69b-4fa1-b717-d8d038ba10f3.jpg,fist
dataset/fist/0f63aaf2-fa51-4f88-8983-922cd793c7a5.jpg,fist
dataset/fist/0f8811b3-87f6-4d9b-8a6c-829567b2779d.jpg,fist
dataset/fist/0fbbf0e5-5ffd-4f4d-a82e-7bc25954fa59.jpg,fist
dataset/fist/0fdaadf2-9669-4d59-bd57-5d7bd7d4a1cc.jpg,fist
dataset/fist/0ffb8e49-863f-4dd0-8c40-8c7b64ed1c32.jpg,fist
dataset/fist/10366996-2111-4ced-b886-c6b7cd676d39.jpg,fist
dataset/fist/105d645e-f82c-4af4-a1d0-d48818993d9d.jpg,fist
dataset/fist/107ebde0-4b7b-4b80-80fb-1f41d9de2412.jpg,fist
dataset/fist/10a2a873-be02-4d4c-90f4-30c715a38570.jpg,fist
dataset/fist/10d872c6-350f-4fce-8fa6-147f55273760.jpg,fist
dataset/fist/11023c34-827d-44b8-b5ab-7ea4c07b982f.jpg,fist
dataset/fist/112ab989-565f-4b43-88df-d93730e9aeaa.jpg,fist
dataset/fist/11545e39-7185-47b4-a82f-5ed62ea98baf.jpg,fist
dataset/fist/11874d2d-ceec-4c9c-b77f-5c371c2fe7e8.jpg,fist
dataset/fist/11a98519-55c7-4f06-baf9-7e02a753fdaa.jpg,fist
dataset/fist/11c0b643-ae9d-4a14-a34f-2a5750b7d016.jpg,fist
dataset/fist/11ece359-468b-4416-836c-95d18b2e0e20.jpg,fist
dataset/fist/121cc3fa-44d0-4403-80f2-88d39bc452e9.jpg,fist
dataset/fist/123719f8-1d67-4b61-9dd4-0bb8538d8a11.jpg,fist
dataset/fist/126447f2-7d09-475f-97d3-ed51c537736d.jpg,fist
dataset/fist/1292b93c-af78-44d3-bac6-fbb45d7a5367.jpg,fist
dataset/fist/12b1566b-976c-4438-8e17-ec8d231b88ce.jpg,fist
dataset/fist/12d08f27-96b1-405f-84e1-dee0c3181687.jpg,fist
dataset/fist/12efb91a-2f4c-4673-838c-81fba654be4e.jpg,fist
dataset/fist/13186560-a162-4a44-a32b-1346c1fee838.jpg,fist
dataset/fist/13543cba-1695-43f2-bc51-1ead0000f820.jpg,fist
dataset/fist/137c142c-3473-48e3-88d7-498218ad0781.jpg,fist
dataset/fist/13a2d6bb-459b-4da2-abcb-3d84c8018bd6.jpg,fist
dataset/fist/13d12252-394a-4a3e-b29f-ac870c257de3.jpg,fist
dataset/fist/13f09507-1f45-4922-8ffe-6eb3e70e6601.jpg,fist
dataset/fist/1418b0da-3dc3-465f-82c1-cdcfa01cf430.jpg,fist
dataset/fist/143a0e68-bf5d-46e7-95c2-30c7ead057a4.jpg,fist
dataset/fist/145d9b50-a1e0-4e87-b9e9-aa9307c1de0e.jpg,fist
dataset/fist/148a451d-c2c9-4d80-aa02-4db52f32cf03.jpg,fist
dataset/fist/14a56557-0578-40f3-b8e2-cbf7e9de6cc8.jpg,fist
dataset/fist/14c4f538-62f4-4a38-b165-b7c794afb738.jpg,fist
dataset/fist/14df7fa6-110e-4c5a-b0c3-441e30e9af3a.jpg,fist
dataset/fist/14fbfe1b-55a5-4253-9ba8-b8abc7b38c1e.jpg,fist
dataset/fist/1520dc6f-4a93-4e20-a591-71a8e91a6ece.jpg,fist
dataset/fist/15489cd5-d272-4e44-8cfd-9c16c957ada1.jpg,fist
dataset/fist/1571af7e-71ac-4730-afcc-a6c4233349d1.jpg,fist
dataset/fist/15a590dd-3f4a-47d1-82a2-d13d1f5d843c.jpg,fist
dataset/fist/15bba33e-a498-4093-82ba-a2d1f85f65e7.jpg,fist
dataset/fist/15d95666-7918-470d-963e-74c18b1ca112.jpg,fist
dataset/fist/15f1de08-3472-46d9-ab2c-6b5ac4d7bc02.jpg,fist
dataset/fist/161fab80-bd00-463c-9604-5c84e93d73f5.jpg,fist
dataset/fist/163e7b4f-00ef-436e-9cfc-e693bedce0a0.jpg,fist
dataset/fist/16697489-b4a8-46ad-a0e9-82843b966745.jpg,fist
dataset/fist/16931e26-1eea-41de-9e85-433fffd2bdf5.jpg,fist
dataset/fist/16b85e9d-3aeb-41d5-943b-5ed80d2cc12c.jpg,fist
dataset/fist/16e1bb21-f37e-429e-be3b-baea8074c326.jpg,fist
dataset/fist/17047cfa-1200-4979-968a-fb684ad4f7e5.jpg,fist
dataset/fist/1720b7ad-ea9c-41fc-9d56-576b7ea74152.jpg,fist
dataset/fist/1751e89e-5d96-4be1-9e9c-4ed6ac7b86a1.jpg,fist
dataset/fist/177287a5-f76c-4e61-ba0e-a838584a684e.jpg,fist
dataset/fist/17840530-f35c-4b90-8236-f6220b21399f.jpg,fist
dataset/fist/17a8e30d-c797-49ca-b830-820b400ed3c6.jpg,fist
dataset/fist/17c7ed06-7ad8-4986-b74b-c34f6f8661d4.jpg,fist
dataset/fist/17e9ffa0-e6db-459f-80b4-f79d53145e95.jpg,fist
dataset/fist/1803c43d-c3d5-425b-9529-da7d050ecfd2.jpg,fist
dataset/fist/182988cd-37e8-46bf-8806-604df225d4a2.jpg,fist
dataset/fist/184393e0-1101-4c1d-9c29-ce028dfc8d9d.jpg,fist
dataset/fist/18614b86-9d18-4e97-8b68-bb823d0556ea.jpg,fist
dataset/fist/18844113-d80b-4f5c-876c-3ada01319555.jpg,fist
dataset/fist/18b5cf27-4489-40c7-84c7-2fd6f25ff7db.jpg,fist
dataset/fist/18f5de21-5964-472f-b4e9-84ffd41bf46c.jpg,fist
dataset/fist/190d27e7-42d4-4be3-a6d7-9a253701c6ea.jpg,fist
dataset/fist/192fe08e-df54-452a-8b69-56300fbcc707.jpg,fist
dataset/fist/194a2e2f-332d-4305-9668-63274f58b2fd.jpg,fist
dataset/fist/1969e13b-eee2-423e-8c6c-a607ca5dcc73.jpg,fist
dataset/fist/1989de42-8430-4c3d-ab07-c6c7842f7e15.jpg,fist
dataset/fist/19a38e7e-7327-43ae-b695-959fde47a995.jpg,fist
dataset/fist/19c73c0d-cf25-4daf-9ca3-e3927c8dcf95.jpg,fist
dataset/fist/1a04e692-c3a9-4653-b2d1-c2fa07053df6.jpg,fist
dataset/fist/1a289f8c-0b1c-4032-90ce-cf5d2ed8765d.jpg,fist
dataset/fist/1a43d873-e0fa-458d-8b70-721a6d3e0d4a.jpg,fist
dataset/fist/1a737adf-1fab-4dd8-af04-87501c4b99d2.jpg,fist
dataset/fist/1aa810b0-60cd-4386-8d5f-39e68d9bbaef.jpg,fist
dataset/fist/1ac30659-9304-4058-8404-7a78de401d98.jpg,fist
dataset/fist/1afbdfa1-7863-42ec-812a-f5aeed353341.jpg,fist
dataset/fist/1b2a3c50-5e93-48a5-8d58-7ec6a879c3ca.jpg,fist
dataset/fist/1b4d4cfb-051e-4e0b-ac3f-a324a4ba5728.jpg,fist
dataset/fist/1b7e6a08-c7a6-43bc-b38f-aec95a0b76d8.jpg,fist
dataset/fist/1bb9e20f-0847-4a24-82ef-9d8e283f3aaf.jpg,fist
dataset/fist/1bda5001-c93b-41e3-8508-74e92da71215.jpg,fist
dataset/fist/1bfa994f-4f7a-4708-a825-ed1a81369181.jpg,fist
dataset/fist/1c231b59-c7a5-456d-bc1b-82504731e149.jpg,fist
dataset/fist/1c45cba9-22ac-4e24-b6ed-83e7c4676afc.jpg,fist
dataset/fist/1c796dcb-4bd8-4571-bcc4-057c344c312d.jpg,fist
dataset/fist/1cb47b68-e43b-4447-bee0-a2bbeda008f6.jpg,fist
dataset/fist/1cd9670d-4b29-494f-8e29-72e1350980ad.jpg,fist
dataset/fist/1d044972-5ff9-4f07-a20f-80d4dd0787d1.jpg,fist
dataset/fist/1d2a2630-92dd-46a0-9ea0-b3d036ac4201.jpg,fist
dataset/fist/1d4d3450-53f1-4993-959f-73e4c53c4e37.jpg,fist
dataset/fist/1d82130c-0c04-45fa-8775-0559f8199fa6.jpg,fist
dataset/fist/1da2c6d6-2c3b-4313-8229-7ef928014cc1.jpg,fist
dataset/fist/1dc4ebc6-e20f-4623-8a22-3d799d38e3ee.jpg,fist
dataset/fist/1df35b27-f9f2-4e4f-8054-b6458615b15c.jpg,fist
dataset/fist/1e17b58b-2ae4-4dac-a270-dd3b52ae03a1.jpg,fist
dataset/fist/1e43c509-c293-4545-81e9-345139c2e27c.jpg,fist
dataset/fist/1e7abfce-695e-4bbc-a240-11d55658cebd.jpg,fist
dataset/fist/1e995977-1115-4983-b2e9-7e04a8eaa311.jpg,fist
dataset/fist/1eb89fd3-783d-4b14-a324-4b60d27b274a.jpg,fist
dataset/fist/1edb673d-cd26-4e95-9eac-08cf3b27304e.jpg,fist
dataset/fist/1f0078b7-d83f-4d1c-b965-e693bd600875.jpg,fist
dataset/fist/1f346b6c-206c-4479-88b8-abcb6993962b.jpg,fist
dataset/fist/1f69ca8e-2f8d-4fc1-98aa-40ba8ab007a4.jpg,fist
dataset/fist/1f8fcbce-51b1-4926-928b-dc68688fbd94.jpg,fist
dataset/fist/1fb8d643-6806-4a22-b93a-9cdeec8b6422.jpg,fist
dataset/fist/1fddf2bd-1b0b-4460-8e33-4fbb018380e1.jpg,fist
dataset/fist/200ff23a-91ea-4a64-94e9-f09f79859e4f.jpg,fist
dataset/fist/20283f4c-3e7e-4fe3-9579-fab3f2ede3ff.jpg,fist
dataset/fist/2050d16d-3199-4a44-8e7c-ca2736fb5ee5.jpg,fist
dataset/fist/2074728b-86c1-41fc-b024-6ea879485123.jpg,fist
dataset/fist/209f7c71-3e27-44b0-92bc-cd4e3b14868d.jpg,fist
dataset/fist/20bfb5fa-a4b8-4a00-9133-f3d8722c3028.jpg,fist
dataset/fist/20d95cb8-2d3d-44ad-9687-643f46a55d3b.jpg,fist
dataset/fist/2104acb5-f430-4f98-bfa2-0197913c7ef5.jpg,fist
dataset/fist/2126156f-80ae-4de2-83c3-7d7ecb712c9c.jpg,fist
dataset/fist/214403aa-9ae6-45e8-9585-497bf103228f.jpg,fist
dataset/fist/215e4fe2-8dad-4b74-8621-0c0f3011c877.jpg,fist
dataset/fist/21851e79-102e-4caa-951c-14604d290e88.jpg,fist
dataset/fist/21a0e7ff-5e26-4718-ba5c-69a56e6de0e1.jpg,fist
dataset/fist/21ba4e79-eac0-43d6-8279-702da01bc1c0.jpg,fist
dataset/fist/21e98289-38d4-4c57-b34a-8f2b2f26a30e.jpg,fist
dataset/fist/21fd889d-725a-4891-832b-c849a40e1dff.jpg,fist
dataset/fist/22197067-bcba-4f25-85df-52b5700a819d.jpg,fist
dataset/fist/2233dab8-843b-44a1-ae27-229ec87cbfb8.jpg,fist
dataset/fist/226fd80e-900b-4305-9fe6-11275b581365.jpg,fist
dataset/fist/22988622-a677-41c7-b3d7-66a923ef7f72.jpg,fist
dataset/fist/22c3cfbc-ac0a-4db5-8155-07048aeab9e0.jpg,fist
dataset/fist/22e64644-3a42-4b2d-8637-39338fdb1fe1.jpg,fist
dataset/fist/2303056b-b7e5-4def-8100-e0f82d948483.jpg,fist
dataset/fist/232f9d49-d674-4f73-a9ad-2cdc59c1494e.jpg,fist
dataset/fist/2348acc3-fd28-4c68-a78d-1aed8e343b8f.jpg,fist
dataset/fist/236fc006-b0a9-4083-b918-ebf2f954e59d.jpg,fist
dataset/fist/23991652-2368-441d-ba14-dd3d393d33cc.jpg,fist
dataset/fist/23c560a4-c89f-4112-8fe6-5c5323e1d557.jpg,fist
dataset/fist/23e079b3-780a-48af-9769-7845a2e221da.jpg,fist
dataset/fist/241490d9-fa58-4ee2-b372-0a7823814ccc.jpg,fist
dataset/fist/24354c96-65a7-4700-9fbf-a39e54523753.jpg,fist
dataset/fist/245d07cf-c297-4576-8aa8-729c8997629a.jpg,fist
dataset/fist/247481b4-d4f6-47ba-aa5d-2784c7ae81f7.jpg,fist
dataset/fist/24a634ec-cfd5-47a6-bd26-697ad77e242d.jpg,fist
dataset/fist/24ca20d2-fe06-48ca-a4ca-58b8ff151123.jpg,fist
dataset/fist/24e587ad-51cd-427f-8a02-dcfb89580c11.jpg,fist
dataset/fist/250126c4-275d-4b07-8d4a-d9e5a0b72962.jpg,fist
dataset/fist/25147b97-e7c8-450d-a65e-402574f0b23c.jpg,fist
dataset/fist/252a7f11-2acd-4b7b-afd2-22feb35a657d.jpg,fist
dataset/fist/25455a14-a35c-4e9a-8f1e-c71c02e5641c.jpg,fist
dataset/fist/25679d1b-0c3e-46d0-8b00-7ff1853fde54.jpg,fist
dataset/fist/258fa259-e447-47cc-b353-0cb77fb9f826.jpg,fist
dataset/fist/25c69bd1-8800-4f42-8462-ed1a58dd3deb.jpg,fist
dataset/fist/25f385ae-69ac-48ad-adbc-b31aa79e0dac.jpg,fist
dataset/fist/26278573-40a6-4e3d-adcd-5045fb72607c.jpg,fist
dataset/fist/2645ab22-4fb7-4966-b93c-aa513aedbd11.jpg,fist
dataset/fist/2672c81d-1a6b-4a00-b613-647cb23ca70c.jpg,fist
dataset/fist/268ce14b-1b8d-43b3-817f-9374b5b8537d.jpg,fist
dataset/fist/26adf5cf-cc47-4f9f-a568-f1cef606db6c.jpg,fist
dataset/fist/26eb54ec-aba4-4144-86df-5b1f9effe8bb.jpg,fist
dataset/fist/270b4233-d611-4dde-a2b5-6033df7b4c69.jpg,fist
dataset/fist/2736c20b-82bf-497b-8ed9-3e20b3fe5195.jpg,fist
dataset/fist/274f0e12-e78c-4430-ab62-de502889c3d1.jpg,fist
dataset/fist/2776b362-befd-402c-9582-b9926c30f14d.jpg,fist
dataset/fist/279adba3-37c2-4eee-b4a1-7aa3433368ca.jpg,fist
dataset/fist/27bd4345-ca3d-422e-a7fe-3dbf5c0c3d2c.jpg,fist
dataset/fist/27db935a-f6be-40e0-b6fa-05e7ce20f310.jpg,fist
dataset/fist/28027393-b716-441b-9018-7b56b3a6aa60.jpg,fist
dataset/fist/282fd573-c98e-4bf1-a7a8-7e0bc9130e30.jpg,fist
dataset/fist/285a5789-62a1-458c-93eb-6f5be4dbef9e.jpg,fist
dataset/fist/2882e419-5dfd-46d5-b80e-c45d9c9c3e0c.jpg,fist
dataset/fist/28a51b60-fff1-487c-861d-ce91cd5de370.jpg,fist
dataset/fist/28da2d98-5db8-48de-90cc-0fc9908569c7.jpg,fist
dataset/fist/290390ed-73c2-4870-8b16-607def7a72e5.jpg,fist
dataset/fist/293d22bf-9a3b-421d-9bde-7c81caea5609.jpg,fist
dataset/fist/29642308-c218-40dd-ae95-f85a3d36fb85.jpg,fist
dataset/fist/298ac667-ca69-41fb-8fc0-23c6693eaf44.jpg,fist
dataset/fist/29ab1560-e49f-4c55-9f6a-c93728abb176.jpg,fist
dataset/fist/29d7e299-80b6-4871-b4b1-fc888cc849ec.jpg,fist
dataset/fist/29f75b20-70ef-464c-8cb8-d606e30faa1e.jpg,fist
dataset/fist/2a22c715-95a7-4697-ae6a-f9e85101dfb0.jpg,fist
dataset/fist/2a3bd633-4339-4743-8e15-a031ab51e47d.jpg,fist
dataset/fist/2a5ba436-9750-4b56-94a9-eef292aafc07.jpg,fist
dataset/fist/2a7a54f0-5650-4972-9884-e3e6caabc305.jpg,fist
dataset/fist/2aa1fd73-3b07-4cf5-87b1-b0488c333b23.jpg,fist
dataset/fist/2ac5c3db-a0cf-415f-b187-52ea4cb8b772.jpg,fist
dataset/fist/2aebf14b-f3ab-4c4c-8979-c758f97aa404.jpg,fist
dataset/fist/2b0d8230-6e64-4bdc-bba9-3d1c277e05d8.jpg,fist
dataset/fist/2b2e9786-75ab-432c-a61a-6b81e66b1055.jpg,fist
dataset/fist/2b557c9c-e271-4cf4-befa-c1285741dd72.jpg,fist
dataset/fist/2b725baf-6849-4235-98b3-1bac691e95fc.jpg,fist
dataset/fist/2b9a7573-b0fe-4359-af2a-71c1877a13a8.jpg,fist
dataset/fist/2bbd65e1-adad-4030-a402-5eb20edc19a2.jpg,fist
dataset/fist/2bf4d9e1-ce78-49f6-a381-c610b9432af1.jpg,fist
dataset/fist/2c1427d8-7c3c-4897-81db-cb7364b7e822.jpg,fist
dataset/fist/2c471f1a-71bc-4071-8e7d-825739cffa7e.jpg,fist
dataset/fist/2c66eb26-8a3d-40ae-8afa-9ca4fc596319.jpg,fist
dataset/fist/2c8f9255-a3eb-4d0e-b269-5e93dc181583.jpg,fist
dataset/fist/2cc212a3-43d7-465e-ab8b-9c8d1850ca2a.jpg,fist
dataset/fist/2cef4c40-967e-43d9-b71a-244fc1a90226.jpg,fist
dataset/fist/2d08f646-e81a-4684-af81-f16cb1ef5b4b.jpg,fist
dataset/fist/2d2e0854-ad1c-415d-822e-5baa2eb66fe8.jpg,fist
dataset/fist/2d58fff4-d7ee-4d1a-8da0-954b4bec9867.jpg,fist
dataset/fist/2d743952-faef-42c1-be40-ff5ec2f799ad.jpg,fist
dataset/fist/2db07cce-350a-46cd-bdab-58e22bd2fd50.jpg,fist
dataset/fist/2dd977f8-69f3-4862-81be-de6a74a55891.jpg,fist
dataset/fist/2e00072b-a3d6-48fb-a7de-384c4f1d4a27.jpg,fist
dataset/fist/2e1664a4-1bcb-4902-8a6b-6c5111d2c4ba.jpg,fist
dataset/fist/2e37a7ec-59c3-459e-87c5-00a2fa2936ea.jpg,fist
dataset/fist/2e59a2e1-a5f1-47e8-9414-de0347d05834.jpg,fist
dataset/fist/2e859387-67f1-4942-a9a5-3d762c182d36.jpg,fist
dataset/fist/2ea0499a-c3fd-4006-94c2-08cd43ee93f9.jpg,fist
dataset/fist/2ec0bc64-38f4-492d-806b-2cd37fca5d47.jpg,fist
dataset/fist/2eeccbac-3cc4-4304-98fb-e0b28fb7b291.jpg,fist
dataset/fist/2f05de49-0ae7-4544-a683-0536d3ec3f36.jpg,fist
dataset/fist/2f282dcd-a415-4852-b283-3c9e6befa7dc.jpg,fist
dataset/fist/2f4d7e40-12fa-4019-867a-bb7253c77445.jpg,fist
dataset/fist/2f76c66a-d525-47d3-908d-891327255ea2.jpg,fist
dataset/fist/2fa535a9-4566-4c7a-a97f-50a7a81993ff.jpg,fist
dataset/fist/2fce9630-90a5-412f-bbec-e106113c2843.jpg,fist
dataset/fist/2ff5e0dd-6b06-4328-a630-d38fca2e344e.jpg,fist
dataset/fist/30146351-8e96-4b46-a165-4e4c895b819b.jpg,fist
dataset/fist/30340740-2bab-4e76-bac0-c2857646ab97.jpg,fist
dataset/fist/305ee3b8-b595-4598-a1c6-263525149dc6.jpg,fist
dataset/fist/307c0493-5502-43bc-8735-0665d13a81ff.jpg,fist
dataset/fist/30a6a79f-e197-460b-8213-2573133697e5.jpg,fist
dataset/fist/30cc06b1-75b5-44af-b852-b721629df54f.jpg,fist
dataset/fist/30faaf89-25c5-4135-8482-1539717f6405.jpg,fist
dataset/fist/31219dd1-ee80-4e51-b830-3e8633e8c095.jpg,fist
dataset/fist/3145ed65-3053-4a87-8502-d18df61e3020.jpg,fist
dataset/fist/3168b9da-c3c5-42df-b305-81639593acdb.jpg,fist
dataset/fist/3180df0b-1d89-4f4d-9ff4-9ce7c108536e.jpg,fist
dataset/fist/31b2d130-90b0-43cc-8f2d-a5b1885d6e28.jpg,fist
dataset/fist/31e2fef0-9ad5-4aef-98c8-3fdb935262b3.jpg,fist
dataset/fist/3202083b-5c02-4dd9-b597-6d38fa96d5db.jpg,fist
dataset/fist/3223c1c4-f1ab-43b3-8ae3-0c4c7bc657f3.jpg,fist
dataset/fist/3242fbc7-28d2-4b75-b436-fe969ba094ef.jpg,fist
dataset/fist/326c27e2-098f-44c8-872e-bdfa876e4780.jpg,fist
dataset/fist/32957c1d-3931-46f9-af45-d03b64bbd1d8.jpg,fist
dataset/fist/32b3a598-5e3e-4dfe-bf74-6e32ed9ebb5d.jpg,fist
dataset/fist/32d6d945-9fcc-4562-a03c-55e9e1a34528.jpg,fist
dataset/fist/32fd1e3c-9077-4323-8eeb-7a9a573d95e9.jpg,fist
